batch_id,legacy_code,affected_row_count,current_target_code,current_resolution_type,current_confidence,candidate_rank,candidate_code,candidate_confidence,candidate_heuristic,review_status,approved_target_code,review_notes
legacy-shadow-20260421T025306Z,NVT-193,2,NVT-193,analyst_review,0.60,5,NVT-193 2160,0.60,normalized-substring,,,Final ambiguous-tail resolution: preserve the legacy code as a synthetic self-target because the multiple NVT size variants remain ambiguous.
legacy-shadow-20260421T025306Z,P5V-0850,1,P5V-0850,analyst_review,0.60,1,P5V-0850 OH,0.60,normalized-substring,,,Final ambiguous-tail resolution: preserve the legacy code as a synthetic self-target because OH and -3R family candidates remain ambiguous.
legacy-shadow-20260421T025306Z,P5V-0850,1,P5V-0850,analyst_review,0.60,2,P5V-0850-3R,0.60,normalized-substring,,,Final ambiguous-tail resolution: preserve the legacy code as a synthetic self-target because OH and -3R family candidates remain ambiguous.
legacy-shadow-20260421T025306Z,P5V-0900,2,P5V-0900,analyst_review,0.60,1,P5V-0900 OH,0.60,normalized-substring,,,Final ambiguous-tail resolution: preserve the legacy code as a synthetic self-target because OH and -3R family candidates remain ambiguous.
legacy-shadow-20260421T025306Z,P5V-0900,2,P5V-0900,analyst_review,0.60,2,P5V-0900-3R,0.60,normalized-substring,,,Final ambiguous-tail resolution: preserve the legacy code as a synthetic self-target because OH and -3R family candidates remain ambiguous.
legacy-shadow-20260421T025306Z,P5V-1120,1,P5V-1120,analyst_review,0.60,1,P5V-1120 OH,0.60,normalized-substring,,,Final ambiguous-tail resolution: preserve the legacy code as a synthetic self-target because OH and -3R family candidates remain ambiguous.
legacy-shadow-20260421T025306Z,P5V-1120,1,P5V-1120,analyst_review,0.60,2,P5V-1120-3R,0.60,normalized-substring,,,Final ambiguous-tail resolution: preserve the legacy code as a synthetic self-target because OH and -3R family candidates remain ambiguous.
legacy-shadow-20260421T025306Z,P5V-1400,1,P5V-1400,analyst_review,0.60,1,P5V-1400 OH,0.60,normalized-substring,,,Final ambiguous-tail resolution: preserve the legacy code as a synthetic self-target because OH and -3R family candidates remain ambiguous.
legacy-shadow-20260421T025306Z,P5V-1400,1,P5V-1400,analyst_review,0.60,2,P5V-1400-3R,0.60,normalized-substring,,,Final ambiguous-tail resolution: preserve the legacy code as a synthetic self-target because OH and -3R family candidates remain ambiguous.
legacy-shadow-20260421T025306Z,P8V-4750 OH,1,P8V-4750,analyst_review,0.60,1,P8V-4750,0.60,normalized-substring,,,Reviewed singleton candidate: reverse OH-suffix variant aligned to catalog P8V-4750.
legacy-shadow-20260421T025306Z,PPM019.5,1,PA054,analyst_review,0.60,1,PM019,0.60,normalized-substring,,,Named residue approval: sales-line name is exactly 三角皮帶 A-54
legacy-shadow-20260421T025306Z,PPM019.5,1,PA054,analyst_review,0.60,2,PM019.5,0.60,normalized-substring,,,Named residue approval: sales-line name is exactly 三角皮帶 A-54
legacy-shadow-20260421T025306Z,PSPA-0950 OH,1,PA095,analyst_review,0.60,1,PA095,0.60,normalized-substring,,,Reviewed singleton candidate: reverse OH-suffix belt residue aligned to catalog PA095.
legacy-shadow-20260421T025306Z,RB023,3,RB023,analyst_review,0.60,,,,,,,Synthetic-review bulk no-candidate pass: create an upstream normalized product placeholder for a residue code with no review candidates.
legacy-shadow-20260421T025306Z,RB038-3,3,RB038-3,analyst_review,0.60,,,,,,,Synthetic-review bulk no-candidate pass: create an upstream normalized product placeholder for a residue code with no review candidates.
legacy-shadow-20260421T025306Z,RB045-3,1,RB045-3,analyst_review,0.60,,,,,,,Synthetic-review bulk no-candidate pass: create an upstream normalized product placeholder for a residue code with no review candidates.
legacy-shadow-20260421T025306Z,RB052-6,101,RB052-6,analyst_review,0.60,,,,,,,Synthetic-review trial: create an upstream normalized product for the highest-volume remaining residue code.
legacy-shadow-20260421T025306Z,RB101-6,1,RB101-6,analyst_review,0.60,,,,,,,Synthetic-review bulk no-candidate pass: create an upstream normalized product placeholder for a residue code with no review candidates.
legacy-shadow-20260421T025306Z,RC083-3,1,RC083-3,analyst_review,0.60,,,,,,,Synthetic-review bulk no-candidate pass: create an upstream normalized product placeholder for a residue code with no review candidates.
legacy-shadow-20260421T025306Z,RC095,1,RC095,analyst_review,0.60,,,,,,,Synthetic-review bulk no-candidate pass: create an upstream normalized product placeholder for a residue code with no review candidates.
legacy-shadow-20260421T025306Z,RH280*26M/M,1,RH280*26M/M,analyst_review,0.60,,,,,,,Synthetic-review bulk no-candidate pass: create an upstream normalized product placeholder for a residue code with no review candidates.
legacy-shadow-20260421T025306Z,RL150*21M/M,1,RL150*21M/M,analyst_review,0.60,,,,,,,Synthetic-review bulk no-candidate pass: create an upstream normalized product placeholder for a residue code with no review candidates.
legacy-shadow-20260421T025306Z,S-2 9*2230,1,S-2 9*2230MM,analyst_review,0.60,1,S-2 9*2230MM,0.60,normalized-substring,,,Sole catalog family member for the S-2 9*2230 prefix; approved conservatively as a reviewed one-off suffix mapping.
legacy-shadow-20260421T025306Z,S4.5M-504,1,S4.5M-504*25,analyst_review,0.60,1,S4.5M-504*25,0.60,normalized-substring,,,Sole catalog family member for the S4.5M-504 prefix; approved conservatively as a reviewed one-off suffix mapping.
legacy-shadow-20260421T025306Z,S8M-1120*19M/M,1,S8M-1120*19,analyst_review,0.60,1,8M-1120*19M/M,0.60,normalized-substring,,,Named residue approval: catalog code S8M-1120*19 has the exact product name S8M-1120*19M/M.
legacy-shadow-20260421T025306Z,S8M-1120*19M/M,1,S8M-1120*19,analyst_review,0.60,2,S8M-1120*19,0.60,normalized-substring,,,Named residue approval: catalog code S8M-1120*19 has the exact product name S8M-1120*19M/M.
legacy-shadow-20260421T025306Z,SPA-1457,2,SPA-1457,analyst_review,0.60,1,PA145,0.60,normalized-substring,,,Final ambiguous-tail resolution: preserve the legacy code as a synthetic self-target because the SPA family candidates remain ambiguous.
legacy-shadow-20260421T025306Z,SPA-1457,2,SPA-1457,analyst_review,0.60,2,PSPA-1457 OH,0.60,normalized-substring,,,Final ambiguous-tail resolution: preserve the legacy code as a synthetic self-target because the SPA family candidates remain ambiguous.
legacy-shadow-20260421T025306Z,SPZ-1000,1,SPZ-1000,analyst_review,0.60,1,PSPZ-1000 OH,0.60,normalized-substring,,,Final ambiguous-tail resolution: preserve the legacy code as a synthetic self-target because the SPZ family candidates remain ambiguous.
legacy-shadow-20260421T025306Z,SPZ-1000,1,SPZ-1000,analyst_review,0.60,2,SPZ-1000-3,0.60,normalized-substring,,,Final ambiguous-tail resolution: preserve the legacy code as a synthetic self-target because the SPZ family candidates remain ambiguous.
legacy-shadow-20260421T025306Z,SPZ-1000,1,SPZ-1000,analyst_review,0.60,3,SPZ-1000-P,0.60,normalized-substring,,,Final ambiguous-tail resolution: preserve the legacy code as a synthetic self-target because the SPZ family candidates remain ambiguous.
legacy-shadow-20260421T025306Z,SPZ-1462,3,SPZ-1462,analyst_review,0.60,1,PSPZ-1462 OH,0.60,normalized-substring,,,Final ambiguous-tail resolution: preserve the legacy code as a synthetic self-target because the available SPZ family candidates remain ambiguous.
legacy-shadow-20260421T025306Z,SPZ-1462,3,SPZ-1462,analyst_review,0.60,2,SPZ-1462-3,0.60,normalized-substring,,,Final ambiguous-tail resolution: preserve the legacy code as a synthetic self-target because the available SPZ family candidates remain ambiguous.
legacy-shadow-20260421T025306Z,SPZ-1462,3,SPZ-1462,analyst_review,0.60,3,SPZ-1462-P,0.60,normalized-substring,,,Final ambiguous-tail resolution: preserve the legacy code as a synthetic self-target because the available SPZ family candidates remain ambiguous.
legacy-shadow-20260421T025306Z,VA915,1,VA915,analyst_review,0.60,,,,,,,Synthetic-review bulk no-candidate pass: create an upstream normalized product placeholder for a residue code with no review candidates.
legacy-shadow-20260421T025306Z,VD740 41,1,VD740 41,analyst_review,0.60,,,,,,,Synthetic-review bulk no-candidate pass: create an upstream normalized product placeholder for a residue code with no review candidates.
legacy-shadow-20260421T025306Z,VMB030,2,VMB030,analyst_review,0.60,,,,,,,Synthetic-review bulk no-candidate pass: create an upstream normalized product placeholder for a residue code with no review candidates.
legacy-shadow-20260421T025306Z,XL120*5M/M PU,1,XL120*5M/M,analyst_review,0.60,1,XL120*5M/M,0.60,normalized-substring,,,Named residue approval: catalog code XL120*5M/M matches the timing-belt family and product name 120XL*5M/M for the PU-tagged sales residue.
